year,month,flagWkday1Sat0,flagAmPmMd,count,loc,boroughBridgeName,flagBroroughBridge,onStreet,from,to,END
2009,05,0,m,737,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2009,05,0,m,137,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2009,05,0,m,631,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2009,05,0,m,2302,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2009,05,0,m,28,102,East River Bridges,br,Manhattan Bridge - North Path,midpoint,,1
2009,05,0,m,163,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2009,05,0,m,507,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2009,05,0,m,82,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2009,05,0,m,683,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2009,05,0,m,245,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2009,05,0,m,293,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2009,05,0,m,58,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2009,05,0,m,251,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2009,05,0,m,53,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2009,05,0,m,78,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2009,05,0,m,23,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2009,05,0,m,324,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2009,09,1,a,991,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2009,09,1,a,1227,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2009,09,1,a,2387,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2009,09,1,a,2097,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2009,09,1,a,912,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2009,09,1,a,599,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2009,09,1,a,1446,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2009,09,1,a,1461,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2009,09,1,a,1364,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2009,09,1,a,774,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2009,09,1,a,2718,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2009,09,1,a,1038,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2009,09,1,a,228,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2009,09,1,a,2001,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2009,09,1,a,1537,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2009,09,1,a,2045,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2009,09,1,a,1856,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2009,09,1,a,1223,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2009,09,1,a,755,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2009,09,1,a,436,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2009,09,1,a,1029,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2009,09,1,a,539,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2009,09,1,a,1330,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2009,09,1,a,734,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2009,09,1,a,365,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2009,09,1,a,2856,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2009,09,1,a,1766,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
2009,09,1,a,1249,28,Brooklyn,bo,Montague Street,Henry Street,Clinton Street,1
2009,09,1,a,609,29,Brooklyn,bo,Myrtle Avenue,Vanderbilt Avenue,Clinton Avenue,1
2009,09,1,a,67,30,Brooklyn,bo,Old Fulton Street,Elizabeth Place,Everit Place,1
2009,09,1,a,664,31,Brooklyn,bo,Pitkin Avenue,Bristol Street,Hopkinson Avenue,1
2009,09,1,a,1676,32,Brooklyn,bo,Sheepshead Bay Road,East 14th Street ,East 15th Street,1
2009,09,1,a,100,33,Brooklyn,bo,VanBrunt Street,Beard Street,VanDike Street,1
2009,09,1,a,977,34,Brooklyn,bo,Washington Street ,Front Street,Water Street,1
2009,09,1,a,2421,35,Manhattan,bo,Broad Street,Beaver Street,South William Street,1
2009,09,1,a,5206,36,Manhattan,bo,Broadway,Morris Street,Exchange Place,1
2009,09,1,a,2718,37,Manhattan,bo,Broadway,West 63rd Street,West 64th Street,1
2009,09,1,a,8091,38,Manhattan,bo,Chambers Street ,West Broadway,Greenwich Street,1
2009,09,1,a,2248,39,Manhattan,bo,Columbus Avenue,West 75th Street,West 76th Street,1
2009,09,1,a,1664,40,Manhattan,bo,Delancey Street,Orchard Street,Ludlow Street,1
2009,09,1,a,3135,41,Manhattan,bo,East 14th Street,Fifth Avenue,University Place,1
2009,09,1,a,7433,42,Manhattan,bo,East 42nd Street,Park Avenue,Lexington Avenue,1
2009,09,1,a,1064,43,Manhattan,bo,East 8th Street,University Place,Greene Street,1
2009,09,1,a,7495,44,Manhattan,bo,Eighth Avenue,West 44th Street,West 45th Street,1
2009,09,1,a,8483,45,Manhattan,bo,Fifth Avenue,East 54th Street,East 55th Street,1
2009,09,1,a,2184,46,Manhattan,bo,Forsyth Street,Canal Street,Division Street,1
2009,09,1,a,2544,47,Manhattan,bo,Fulton Street,Broadway,Nassau Street,1
2009,09,1,a,2098,48,Manhattan,bo,Fulton Street,Cliff Street,Pearl Street,1
2009,09,1,a,3272,49,Manhattan,bo,Lexington Avenue,East 57th Street,East 58th Street,1
2009,09,1,a,635,50,Manhattan,bo,Madison Avenue,East 71st Street,East 72nd Street,1
2009,09,1,a,13552,51,Manhattan,bo,Seventh Avenue,West 32nd Street,West 33rd Street,1
2009,09,1,a,4886,52,Manhattan,bo,Trinity Place,Rector Street,Thames Street,1
2009,09,1,a,3506,53,Manhattan,bo,Wall Street,New Street,Nassau Street,1
2009,09,1,a,2398,54,Manhattan,bo,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,1
2009,09,1,a,2047,55,Manhattan,bo,West 14th Street,Hudson Street,Eighth Avenue,1
2009,09,1,a,1212,56,Manhattan,bo,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,1
2009,09,1,a,11941,57,Manhattan,bo,West 34th Street,Broadway,Seventh Avenue,1
2009,09,1,a,6160,58,Manhattan,bo,West 40th Street,Avenue of the Americas,Fifth Avenue,1
2009,09,1,a,3647,59,Manhattan,bo,West 47th Street,Avenue of the Americas,Fifth Avenue,1
2009,09,1,a,1669,60,Manhattan,bo,Second Avenue,50th Street,51st Street,1
2009,09,1,a,5516,61,Manhattan,bo,Third Avenue,50th Street,51st Street,1
2009,09,1,a,4243,62,Manhattan,bo,Lexington Avenue,50th Street,51st Street,1
2009,09,1,a,5358,63,Manhattan,bo,Park Avenue,50th Street,51st Street,1
2009,09,1,a,4161,64,Manhattan,bo,Madison Avenue,50th Street,51st Street,1
2009,09,1,a,5019,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2009,09,1,a,8591,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2009,09,1,a,5238,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2009,09,1,a,3934,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2009,09,1,a,3549,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2009,09,1,a,190,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2009,09,1,a,727,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2009,09,1,a,988,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2009,09,1,a,2545,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2009,09,1,a,728,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2009,09,1,a,426,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2009,09,1,a,484,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2009,09,1,a,826,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2009,09,1,a,242,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2009,09,1,a,698,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2009,09,1,a,1149,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2009,09,1,a,678,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2009,09,1,a,2008,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2009,09,1,a,32,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2009,09,1,a,892,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2009,09,1,a,1128,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2009,09,1,a,393,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2009,09,1,a,114,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2009,09,1,a,256,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2009,09,1,a,1786,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2009,09,1,a,322,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2009,09,1,a,4255,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2009,09,1,a,8688,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2009,09,1,a,1113,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2009,09,1,a,1148,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2009,09,1,a,188,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2009,09,1,a,183,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2009,09,1,a,675,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2009,09,1,a,1044,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2009,09,1,a,183,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2009,09,1,a,549,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2009,09,1,a,1259,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2009,09,1,a,90,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2009,09,1,a,130,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2009,09,1,a,54,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2009,09,1,a,541,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2009,09,1,a,216,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2009,09,1,a,265,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2009,09,1,a,92,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2009,09,1,a,214,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2009,09,1,a,138,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2009,09,1,a,66,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2009,09,1,a,20,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2009,09,1,a,43,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2009,09,1,p,4262,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2009,09,1,p,3137,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2009,09,1,p,10655,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2009,09,1,p,3135,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2009,09,1,p,3637,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2009,09,1,p,1028,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2009,09,1,p,6730,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2009,09,1,p,5090,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2009,09,1,p,5475,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2009,09,1,p,2310,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2009,09,1,p,4033,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2009,09,1,p,4032,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2009,09,1,p,902,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2009,09,1,p,5136,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2009,09,1,p,5590,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2009,09,1,p,4470,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2009,09,1,p,2345,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2009,09,1,p,2992,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2009,09,1,p,1496,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2009,09,1,p,1573,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2009,09,1,p,4897,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2009,09,1,p,1568,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2009,09,1,p,11540,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2009,09,1,p,3071,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2009,09,1,p,1468,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2009,09,1,p,3665,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2009,09,1,p,5651,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
2009,09,1,p,3849,28,Brooklyn,bo,Montague Street,Henry Street,Clinton Street,1
2009,09,1,p,1272,29,Brooklyn,bo,Myrtle Avenue,Vanderbilt Avenue,Clinton Avenue,1
2009,09,1,p,332,30,Brooklyn,bo,Old Fulton Street,Elizabeth Place,Everit Place,1
2009,09,1,p,3174,31,Brooklyn,bo,Pitkin Avenue,Bristol Street,Hopkinson Avenue,1
2009,09,1,p,3513,32,Brooklyn,bo,Sheepshead Bay Road,East 14th Street ,East 15th Street,1
2009,09,1,p,204,33,Brooklyn,bo,VanBrunt Street,Beard Street,VanDike Street,1
2009,09,1,p,1188,34,Brooklyn,bo,Washington Street ,Front Street,Water Street,1
2009,09,1,p,6724,35,Manhattan,bo,Broad Street,Beaver Street,South William Street,1
2009,09,1,p,12034,36,Manhattan,bo,Broadway,Morris Street,Exchange Place,1
2009,09,1,p,6600,37,Manhattan,bo,Broadway,West 63rd Street,West 64th Street,1
2009,09,1,p,8273,38,Manhattan,bo,Chambers Street ,West Broadway,Greenwich Street,1
2009,09,1,p,4408,39,Manhattan,bo,Columbus Avenue,West 75th Street,West 76th Street,1
2009,09,1,p,4708,40,Manhattan,bo,Delancey Street,Orchard Street,Ludlow Street,1
2009,09,1,p,15654,41,Manhattan,bo,East 14th Street,Fifth Avenue,University Place,1
2009,09,1,p,20672,42,Manhattan,bo,East 42nd Street,Park Avenue,Lexington Avenue,1
2009,09,1,p,5810,43,Manhattan,bo,East 8th Street,University Place,Greene Street,1
2009,09,1,p,14628,44,Manhattan,bo,Eighth Avenue,West 44th Street,West 45th Street,1
2009,09,1,p,22495,45,Manhattan,bo,Fifth Avenue,East 54th Street,East 55th Street,1
2009,09,1,p,6998,46,Manhattan,bo,Forsyth Street,Canal Street,Division Street,1
2009,09,1,p,6708,47,Manhattan,bo,Fulton Street,Broadway,Nassau Street,1
2009,09,1,p,5479,48,Manhattan,bo,Fulton Street,Cliff Street,Pearl Street,1
2009,09,1,p,10679,49,Manhattan,bo,Lexington Avenue,East 57th Street,East 58th Street,1
2009,09,1,p,3250,50,Manhattan,bo,Madison Avenue,East 71st Street,East 72nd Street,1
2009,09,1,p,27632,51,Manhattan,bo,Seventh Avenue,West 32nd Street,West 33rd Street,1
2009,09,1,p,5836,52,Manhattan,bo,Trinity Place,Rector Street,Thames Street,1
2009,09,1,p,12635,53,Manhattan,bo,Wall Street,New Street,Nassau Street,1
2009,09,1,p,7903,54,Manhattan,bo,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,1
2009,09,1,p,6649,55,Manhattan,bo,West 14th Street,Hudson Street,Eighth Avenue,1
2009,09,1,p,8747,56,Manhattan,bo,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,1
2009,09,1,p,27764,57,Manhattan,bo,West 34th Street,Broadway,Seventh Avenue,1
2009,09,1,p,13985,58,Manhattan,bo,West 40th Street,Avenue of the Americas,Fifth Avenue,1
2009,09,1,p,10736,59,Manhattan,bo,West 47th Street,Avenue of the Americas,Fifth Avenue,1
2009,09,1,p,4029,60,Manhattan,bo,Second Avenue,50th Street,51st Street,1
2009,09,1,p,11033,61,Manhattan,bo,Third Avenue,50th Street,51st Street,1
2009,09,1,p,9235,62,Manhattan,bo,Lexington Avenue,50th Street,51st Street,1
2009,09,1,p,10971,63,Manhattan,bo,Park Avenue,50th Street,51st Street,1
2009,09,1,p,9773,64,Manhattan,bo,Madison Avenue,50th Street,51st Street,1
2009,09,1,p,20562,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2009,09,1,p,25013,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2009,09,1,p,21134,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2009,09,1,p,11771,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2009,09,1,p,12643,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2009,09,1,p,269,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2009,09,1,p,5177,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2009,09,1,p,3551,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2009,09,1,p,7483,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2009,09,1,p,4407,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2009,09,1,p,1506,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2009,09,1,p,875,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2009,09,1,p,3811,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2009,09,1,p,424,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2009,09,1,p,3324,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2009,09,1,p,10148,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2009,09,1,p,1987,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2009,09,1,p,7670,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2009,09,1,p,132,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2009,09,1,p,1952,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2009,09,1,p,5053,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2009,09,1,p,3305,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2009,09,1,p,672,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2009,09,1,p,1169,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2009,09,1,p,4323,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2009,09,1,p,3210,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2009,09,1,p,5306,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2009,09,1,p,15500,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2009,09,1,p,5796,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2009,09,1,p,2463,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2009,09,1,p,540,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2009,09,1,p,266,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2009,09,1,p,880,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2009,09,1,p,1439,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2009,09,1,p,223,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2009,09,1,p,825,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2009,09,1,p,3735,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2009,09,1,p,198,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2009,09,1,p,383,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2009,09,1,p,154,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2009,09,1,p,924,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2009,09,1,p,558,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2009,09,1,p,478,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2009,09,1,p,216,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2009,09,1,p,242,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2009,09,1,p,166,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2009,09,1,p,110,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2009,09,1,p,174,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2009,09,1,p,151,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2009,09,0,m,2469,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2009,09,0,m,2762,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2009,09,0,m,6614,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2009,09,0,m,1591,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2009,09,0,m,2339,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2009,09,0,m,750,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2009,09,0,m,7409,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2009,09,0,m,2526,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2009,09,0,m,4740,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2009,09,0,m,1690,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2009,09,0,m,2212,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2009,09,0,m,2629,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2009,09,0,m,766,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2009,09,0,m,4045,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2009,09,0,m,6140,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2009,09,0,m,1885,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2009,09,0,m,1533,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2009,09,0,m,2640,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2009,09,0,m,3102,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2009,09,0,m,1398,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2009,09,0,m,3047,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2009,09,0,m,1223,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2009,09,0,m,7892,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2009,09,0,m,2370,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2009,09,0,m,1303,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2009,09,0,m,962,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
